Id,SalePrice
2040,340033.12
2041,232405.3
2042,210547.19
2043,174588.97
2044,165162.73
2045,245874.28
2046,139979.06
2047,156590.17
2048,135616.0
2049,137943.86
2050,180386.03
2051,110576.33
2052,132145.19
2053,147972.39
2054,73577.734
2055,158188.05
2056,129218.17
2057,129152.6
2058,210375.25
2059,118373.84
2060,180877.58
2061,190557.89
2062,136488.22
2063,115892.3
2064,137369.89
2065,129532.36
2066,184410.2
2067,133778.52
2068,133686.52
2069,81874.8
2070,112419.52
2071,103605.914
2072,133389.88
2073,132375.9
2074,156598.81
2075,160738.0
2076,125474.06
2077,152163.98
2078,129063.375
2079,127102.13
2080,121264.47
2081,122238.76
2082,128555.7
2083,136420.67
2084,119031.7
2085,127260.77
2086,126151.83
2087,124215.68
2088,108751.88
2089,87310.5
2090,135354.73
2091,125664.53
2092,133293.83
2093,122214.84
2094,145957.27
2095,148174.44
2096,88118.555
2097,106919.87
2098,147690.33
2099,68899.59
2100,109417.83
2101,123197.24
2102,144452.78
2103,108682.36
2104,133864.6
2105,140878.55
2106,87949.92
2107,248373.9
2108,119448.53
2109,112894.336
2110,134149.03
2111,164291.94
2112,136287.08
2113,117422.375
2114,120778.15
2115,150878.89
2116,121476.01
2117,149825.89
2118,114460.22
2119,112615.44
2120,121211.016
2121,112232.47
2122,109162.04
2123,96469.836
2124,175582.05
2125,125380.15
2126,152780.42
2127,146726.58
2128,138677.88
2129,112332.15
2130,141066.97
2131,165125.5
2132,114922.13
2133,121615.984
2134,116244.94
2135,112587.85
2136,95940.9
2137,113235.91
2138,138038.25
2139,152557.8
2140,140066.64
2141,143654.23
2142,142524.89
2143,146938.78
2144,119942.42
2145,135844.73
2146,164337.08
2147,158676.5
2148,128494.1
2149,139092.81
2150,232472.11
2151,139598.95
2152,166420.1
2153,149673.81
2154,114216.22
2155,135091.34
2156,210920.22
2157,267251.0
2158,246251.81
2159,218872.0
2160,174918.81
2161,246005.34
2162,318324.5
2163,314572.44
2164,264271.75
2165,196299.25
2166,141322.67
2167,208660.94
2168,224844.75
2169,195657.5
2170,222820.45
2171,143142.16
2172,146108.19
2173,158402.23
2174,243456.17
2175,293736.66
2176,330354.7
2177,246048.19
2178,213854.69
2179,149926.31
2180,176746.81
2181,191674.38
2182,226866.36
2183,195686.25
2184,129370.68
2185,123078.734
2186,145094.14
2187,153850.2
2188,153796.5
2189,170159.98
2190,84559.81
2191,90750.58
2192,101409.98
2193,101017.29
2194,105605.89
2195,111216.0
2196,101280.18
2197,111535.41
2198,152342.23
2199,162400.0
2200,145310.58
2201,139635.14
2202,198338.44
2203,159235.47
2204,167078.89
2205,134055.12
2206,143481.14
2207,210457.75
2208,210298.11
2209,174913.2
2210,129421.57
2211,112597.68
2212,115441.68
2213,99794.586
2214,151412.12
2215,105451.164
2216,147585.4
2217,93118.516
2218,93937.03
2219,75199.15
2220,79058.06
2221,323318.44
2222,263306.75
2223,278435.78
2224,209521.55
2225,133273.64
2226,179556.62
2227,204956.92
2228,278038.94
2229,221950.78
2230,164477.2
2231,216679.11
2232,178366.98
2233,177589.11
2234,259079.55
2235,201069.33
2236,241544.72
2237,353114.44
2238,206988.64
2239,101229.69
2240,176546.42
2241,161586.67
2242,133683.66
2243,144463.38
2244,97752.66
2245,89968.086
2246,144651.78
2247,107089.72
2248,124583.48
2249,127413.88
2250,140948.03
2251,109082.46
2252,173306.53
2253,160612.89
2254,174897.11
2255,192275.9
2256,183232.1
2257,179726.94
2258,175992.31
2259,173046.53
2260,153812.77
2261,189247.69
2262,196075.4
2263,337657.12
2264,313487.25
2265,171483.88
2266,265219.2
2267,313770.56
2268,371778.66
2269,158972.95
2270,182408.52
2271,270069.9
2272,195216.77
2273,167725.92
2274,172372.78
2275,160025.84
2276,175322.03
2277,175024.94
2278,158479.7
2279,129574.39
2280,125350.125
2281,182275.89
2282,173358.33
2283,94723.586
2284,114857.68
2285,155087.64
2286,128233.87
2287,346978.28
2288,256427.4
2289,361626.88
2290,401200.6
2291,331290.1
2292,365657.03
2293,379618.66
2294,391487.12
2295,391329.72
2296,247660.2
2297,318648.25
2298,275983.34
2299,396804.97
2300,326635.7
2301,280385.38
2302,235461.58
2303,235688.08
2304,203120.58
2305,191527.84
2306,191663.67
2307,193771.88
2308,207031.84
2309,282921.9
2310,220231.73
2311,184943.77
2312,158339.64
2313,175173.2
2314,176180.92
2315,170799.83
2316,178470.5
2317,178268.31
2318,172083.19
2319,167041.42
2320,177384.45
2321,255440.25
2322,163757.75
2323,197449.4
2324,165113.61
2325,223892.52
2326,163134.05
2327,206921.4
2328,209585.66
2329,190196.4
2330,175650.62
2331,361109.75
2332,331774.03
2333,316794.78
2334,248887.55
2335,251644.03
2336,327969.5
2337,212434.94
2338,293480.06
2339,233939.03
2340,384273.62
2341,204813.8
2342,251351.12
2343,223668.11
2344,243881.06
2345,218909.75
2346,211716.34
2347,208537.66
2348,225927.98
2349,141362.72
2350,287597.6
2351,270020.78
2352,244690.62
2353,199651.2
2354,126399.62
2355,162609.23
2356,156053.66
2357,195838.89
2358,202104.61
2359,139192.45
2360,129461.266
2361,140192.7
2362,263496.7
2363,144887.73
2364,159218.98
2365,260787.94
2366,183200.73
2367,207444.64
2368,218461.83
2369,224197.69
2370,177142.72
2371,175789.61
2372,168559.36
2373,253220.69
2374,253469.55
2375,251887.62
2376,261336.03
2377,268977.72
2378,137103.36
2379,196114.28
2380,140573.47
2381,160503.66
2382,187196.98
2383,212827.39
2384,256895.38
2385,155834.66
2386,150401.97
2387,135957.94
2388,109934.57
2389,124382.4
2390,137668.98
2391,138111.5
2392,118890.2
2393,160921.66
2394,152310.34
2395,181749.27
2396,153698.89
2397,207094.78
2398,125507.08
2399,66419.414
2400,65257.76
2401,117795.58
2402,142432.4
2403,126011.26
2404,140867.38
2405,162187.47
2406,136307.23
2407,139710.6
2408,142282.98
2409,133524.7
2410,164229.23
2411,120138.0
2412,174666.38
2413,141287.2
2414,136660.94
2415,120309.71
2416,128878.95
2417,145859.56
2418,129458.43
2419,131048.195
2420,124985.71
2421,154134.75
2422,129024.22
2423,131080.62
2424,157063.58
2425,154183.94
2426,121934.23
2427,135124.97
2428,182531.73
2429,117696.086
2430,131870.3
2431,117337.88
2432,141167.39
2433,146306.39
2434,146427.39
2435,152271.05
2436,112648.01
2437,118110.625
2438,121727.875
2439,119100.33
2440,124956.44
2441,109155.195
2442,108862.484
2443,114148.92
2444,128159.12
2445,95737.71
2446,151195.88
2447,197760.31
2448,145394.78
2449,127013.96
2450,155485.11
2451,127619.195
2452,195922.95
2453,95681.52
2454,128347.31
2455,113640.68
2456,141635.84
2457,119842.305
2458,117779.49
2459,111582.66
2460,138356.03
2461,117535.15
2462,143544.89
2463,114023.51
2464,149424.14
2465,130411.87
2466,115124.5
2467,168204.77
2468,87547.98
2469,91797.266
2470,176388.62
2471,193277.42
2472,166896.83
2473,119484.08
2474,100034.45
2475,209844.08
2476,115059.57
2477,132194.55
2478,163279.61
2479,103232.49
2480,141657.69
2481,116525.555
2482,136145.52
2483,120958.99
2484,124932.37
2485,127324.34
2486,149348.48
2487,181399.27
2488,156887.89
2489,149282.36
2490,162268.3
2491,94601.62
2492,184545.78
2493,138756.42
2494,165295.02
2495,95777.75
2496,203418.56
2497,142759.39
2498,117624.08
2499,108004.44
2500,134080.58
2501,137394.78
2502,136222.6
2503,107940.43
2504,186197.97
2505,228994.38
2506,270763.56
2507,315311.4
2508,255534.62
2509,234668.25
2510,230053.4
2511,189650.73
2512,221133.95
2513,209276.97
2514,195356.9
2515,150288.14
2516,150336.69
2517,135942.22
2518,141065.52
2519,228955.25
2520,210903.14
2521,188818.03
2522,230555.7
2523,126081.89
2524,146125.8
2525,141119.31
2526,139888.47
2527,132589.05
2528,128031.39
2529,133248.0
2530,122782.63
2531,193120.4
2532,231704.45
2533,197678.56
2534,252540.6
2535,281287.25
2536,230925.28
2537,218894.94
2538,183506.25
2539,195075.72
2540,176100.42
2541,176993.36
2542,164297.69
2543,126272.11
2544,139492.25
2545,128471.99
2546,147704.97
2547,135753.31
2548,153537.44
2549,156329.48
2550,267068.0
2551,145562.33
2552,129941.69
2553,87622.664
2554,111610.195
2555,109315.414
2556,100934.43
2557,113247.234
2558,156595.89
2559,126311.35
2560,142187.33
2561,146091.95
2562,143085.47
2563,153499.48
2564,190481.95
2565,131125.55
2566,161025.16
2567,135247.7
2568,179646.33
2569,184320.12
2570,129050.99
2571,152832.77
2572,178016.17
2573,237409.62
2574,248891.61
2575,132330.64
2576,123856.125
2577,166586.25
2578,98716.85
2579,84805.68
2580,120185.94
2581,133987.66
2582,130214.75
2583,301956.9
2584,161741.56
2585,169198.58
2586,202481.22
2587,215177.67
2588,160729.31
2589,142518.69
2590,221222.2
2591,195125.28
2592,233538.8
2593,272584.9
2594,179097.44
2595,208083.67
2596,309762.44
2597,178359.81
2598,255015.83
2599,272903.94
2600,165517.39
2601,143435.33
2602,82661.28
2603,90069.73
2604,83505.3
2605,78145.63
2606,149170.16
2607,171506.27
2608,220573.86
2609,172343.84
2610,116153.41
2611,152952.03
2612,151108.84
2613,128572.66
2614,130986.414
2615,160496.44
2616,151371.0
2617,168678.45
2618,178109.69
2619,229291.12
2620,194072.17
2621,180120.58
2622,182110.11
2623,248051.55
2624,282729.72
2625,285952.75
2626,165311.52
2627,194153.89
2628,400442.38
2629,295442.44
2630,317085.53
2631,402404.28
2632,373797.97
2633,298358.9
2634,380308.16
2635,153278.58
2636,182229.67
2637,165431.5
2638,257655.4
2639,182290.81
2640,154120.52
2641,112194.09
2642,195046.12
2643,110876.41
2644,123219.695
2645,97870.78
2646,91201.95
2647,102209.086
2648,143055.89
2649,136786.73
2650,149280.0
2651,156167.98
2652,412370.7
2653,255562.5
2654,246617.33
2655,364887.5
2656,294434.7
2657,305021.3
2658,273048.88
2659,294926.1
2660,342499.34
2661,332115.66
2662,353254.78
2663,290848.78
2664,281818.22
2665,291797.84
2666,267725.72
2667,169194.61
2668,172592.56
2669,178008.19
2670,273134.56
2671,174868.86
2672,182989.61
2673,197660.58
2674,199642.27
2675,188606.36
2676,188195.73
2677,202116.05
2678,249585.95
2679,292393.6
2680,282337.28
2681,352821.47
2682,313335.75
2683,251884.73
2684,306314.75
2685,323098.8
2686,252360.55
2687,355772.97
2688,233250.47
2689,208901.22
2690,402654.0
2691,189843.0
2692,140330.19
2693,196281.2
2694,129129.62
2695,187858.55
2696,188238.3
2697,186110.75
2698,203074.23
2699,181172.73
2700,168304.38
2701,142767.66
2702,107048.08
2703,145534.08
2704,139074.5
2705,124482.44
2706,122332.92
2707,128501.75
2708,140318.1
2709,122366.02
2710,125540.984
2711,272505.75
2712,344978.9
2713,179757.58
2714,146842.2
2715,172512.67
2716,179549.58
2717,186832.38
2718,245984.42
2719,162496.75
2720,103764.66
2721,141182.72
2722,167551.0
2723,143844.45
2724,128580.766
2725,144575.64
2726,147847.8
2727,165499.25
2728,171882.77
2729,147023.69
2730,142654.9
2731,124163.87
2732,120826.72
2733,161550.98
2734,148768.17
2735,136417.27
2736,139984.38
2737,120383.73
2738,129467.63
2739,159380.9
2740,149099.33
2741,155034.95
2742,156682.53
2743,160750.17
2744,150797.47
2745,145444.62
2746,144316.55
2747,156201.47
2748,128768.0
2749,125095.63
2750,138887.39
2751,132117.62
2752,234150.9
2753,155688.58
2754,199332.81
2755,124552.64
2756,107135.51
2757,94149.195
2758,92758.3
2759,159395.0
2760,141243.88
2761,153114.31
2762,152430.4
2763,183261.95
2764,160953.16
2765,276868.88
2766,135986.47
2767,104267.016
2768,118916.164
2769,120394.73
2770,150991.84
2771,118058.43
2772,123018.06
2773,155851.72
2774,142508.47
2775,136029.08
2776,146316.6
2777,151599.2
2778,140326.84
2779,120679.484
2780,112869.01
2781,97263.52
2782,96248.92
2783,112638.46
2784,128031.38
2785,137397.92
2786,74880.32
2787,114974.62
2788,74893.14
2789,190481.45
2790,103153.21
2791,117451.01
2792,70704.234
2793,167879.4
2794,98542.11
2795,122536.89
2796,98457.555
2797,195011.03
2798,124688.91
2799,129583.945
2800,77410.18
2801,111467.63
2802,137088.6
2803,153962.16
2804,136602.97
2805,98795.89
2806,89064.19
2807,157832.56
2808,156577.86
2809,131002.97
2810,142525.53
2811,169999.78
2812,148567.14
2813,167841.4
2814,163593.6
2815,106080.39
2816,282327.28
2817,141299.12
2818,134967.28
2819,184837.72
2820,126096.78
2821,114735.89
2822,185824.62
2823,234452.48
2824,182430.95
2825,147976.69
2826,137173.27
2827,142481.45
2828,195676.92
2829,167458.6
2830,215108.88
2831,191256.4
2832,213610.39
2833,308739.1
2834,215693.03
2835,219954.25
2836,188971.14
2837,163320.9
2838,146948.66
2839,178355.8
2840,188066.2
2841,212849.55
2842,226801.22
2843,155696.47
2844,160981.33
2845,123418.125
2846,214283.2
2847,188744.34
2848,227193.69
2849,209992.44
2850,275919.1
2851,217761.7
2852,210778.7
2853,234486.14
2854,139207.47
2855,196135.23
2856,211537.38
2857,185263.17
2858,222694.92
2859,136610.84
2860,129338.55
2861,112244.77
2862,189157.64
2863,118360.44
2864,255061.8
2865,140310.0
2866,149658.12
2867,88456.1
2868,105895.78
2869,117627.71
2870,162623.25
2871,101090.98
2872,62854.35
2873,111666.15
2874,139810.23
2875,125074.625
2876,156337.25
2877,148047.47
2878,175206.0
2879,136928.17
2880,110370.26
2881,148630.84
2882,176528.5
2883,154406.28
2884,177340.06
2885,195713.5
2886,197373.62
2887,116379.84
2888,128617.75
2889,61478.008
2890,81192.65
2891,127299.34
2892,69840.2
2893,100304.57
2894,54945.164
2895,322862.8
2896,270459.72
2897,192674.61
2898,146631.58
2899,229902.42
2900,162241.98
2901,194016.38
2902,178173.3
2903,381453.44
2904,315702.34
2905,118789.695
2906,197746.33
2907,129643.97
2908,131179.44
2909,144998.75
2910,79135.086
2911,82201.08
2912,155495.38
2913,87976.945
2914,76930.59
2915,78194.195
2916,81928.19
2917,144041.9
2918,114414.37
2919,208853.2
